Country,Year,Sector,percent
Czech Republic,2019,OC3,0.4107057129140662
Czech Republic,2019,OC4,0.7691441441441441
Czech Republic,2019,OC5,0.648230704931736
Czech Republic,2019,OC6,0.37104825291181365
Czech Republic,2019,OC7,0.11637512147716228
Czech Republic,2019,OC8,0.25712230215827336
Czech Republic,2019,OC9,0.5797770088427527
Czech Republic,2019,TOTAL,0.4222439105426003
Czech Republic,2020,OC0,0.06115107913669064
Czech Republic,2020,OC1,0.27263922518159805
Czech Republic,2020,OC2,0.49699142235309174
Czech Republic,2020,OC3,0.4300662713637949
Czech Republic,2020,OC4,0.7771156138259833
Czech Republic,2020,OC5,0.6407229266870719
Czech Republic,2020,OC6,0.34408602150537637
Czech Republic,2020,OC7,0.11251688981697579
Czech Republic,2020,OC8,0.2564294258373206
Czech Republic,2020,OC9,0.5826558265582655
Czech Republic,2020,TOTAL,0.42159017182562103
Denmark,2013,OC0,0.0
Denmark,2013,OC1,0.2444933920704846
Denmark,2013,OC2,0.5129836629406707
Denmark,2013,OC3,0.39889269707355657
Denmark,2013,OC4,0.6971947194719472
Denmark,2013,OC5,0.5711624441132639
Denmark,2013,OC6,0.139874739039666
Denmark,2013,OC7,0.049468331021729074
Denmark,2013,OC8,0.1694277108433735
Denmark,2013,OC9,0.3945686900958466
Denmark,2013,TOTAL,0.4089660533817051
Denmark,2014,OC0,0.0
Denmark,2014,OC1,0.29124236252545826
Denmark,2014,OC2,0.5054982817869416
Denmark,2014,OC3,0.386296987470008
Denmark,2014,OC4,0.6740121580547113
Denmark,2014,OC5,0.5690028901734104
Denmark,2014,OC6,0.17114914425427874
Denmark,2014,OC7,0.06076307112576543
Denmark,2014,OC8,0.16653934300993126
Denmark,2014,OC9,0.3865073787772312
Denmark,2014,TOTAL,0.408842040628358
Denmark,2015,OC0,0.0
Denmark,2015,OC1,0.24777183600713013
Denmark,2015,OC2,0.5371498172959804
Denmark,2015,OC3,0.3611393692777213
Denmark,2015,OC4,0.6959409594095941
Denmark,2015,OC5,0.5676917638741605
Denmark,2015,OC6,0.1725067385444744
Denmark,2015,OC7,0.05496535796766744
Denmark,2015,OC8,0.1637604245640637
Denmark,2015,OC9,0.3621621621621622
Denmark,2015,TOTAL,0.4089471305919566
Denmark,2016,OC0,0.0
Denmark,2016,OC1,0.2818897637795275
Denmark,2016,OC2,0.5091360652829519
Denmark,2016,OC3,0.39427860696517414
Denmark,2016,OC4,0.6664190193164934
Denmark,2016,OC5,0.5584554880228817
Denmark,2016,OC6,0.13296398891966757
Denmark,2016,OC7,0.057633973710819006
Denmark,2016,OC8,0.1403921568627451
Denmark,2016,OC9,0.34588826114249843
Denmark,2016,TOTAL,0.40402111083186726
Denmark,2017,OC0,0.0
Denmark,2017,OC1,0.27121464226289516
Denmark,2017,OC2,0.5133654325087166
Denmark,2017,OC3,0.3966642494561276
Denmark,2017,OC4,0.6950122649223222
Denmark,2017,OC5,0.5741935483870967
Denmark,2017,OC6,0.14124293785310735
Denmark,2017,OC7,0.05518234165067178
Denmark,2017,OC8,0.15441176470588233
Denmark,2017,OC9,0.33618984838497035
Denmark,2017,TOTAL,0.40869565217391307
Denmark,2018,OC0,0.0
Denmark,2018,OC1,0.25170068027210885
Denmark,2018,OC2,0.5253827558420628
Denmark,2018,OC3,0.3912408759124088
Denmark,2018,OC4,0.6688524590163933
Denmark,2018,OC5,0.5793758480325645
Denmark,2018,OC6,0.228287841191067
Denmark,2018,OC7,0.05951219512195122
Denmark,2018,OC8,0.14817518248175182
Denmark,2018,OC9,0.3913869537682077
Denmark,2018,TOTAL,0.41478636581853096
Denmark,2019,OC0,0.0
Denmark,2019,OC1,0.26643192488262907
Denmark,2019,OC2,0.5341269841269841
Denmark,2019,OC3,0.3680323963792282
Denmark,2019,OC4,0.7059314954051796
Denmark,2019,OC5,0.5843373493975903
Denmark,2019,OC6,0.16338028169014085
Denmark,2019,OC7,0.06395939086294417
Denmark,2019,OC8,0.15929203539823011
Denmark,2019,OC9,0.40050697084917614
Denmark,2019,TOTAL,0.41867527044980074
Denmark,2020,OC0,0.0
Denmark,2020,OC1,0.2544951590594744
Denmark,2020,OC2,0.5125910194174756
Denmark,2020,OC3,0.3763654419066534
Denmark,2020,OC4,0.6887096774193548
Denmark,2020,OC5,0.599250936329588
Denmark,2020,OC6,0.16037735849056603
Denmark,2020,OC7,0.0503711558854719
Denmark,2020,OC8,0.15111796453353896
Denmark,2020,OC9,0.38826815642458107
Denmark,2020,TOTAL,0.4176178779559794
Estonia,2013,OC0,0.0
Estonia,2013,OC1,0.34909090909090906
Estonia,2013,OC2,0.6396226415094339
Estonia,2013,OC3,0.504774897680764
Estonia,2013,OC4,0.7421602787456446
