,Country,Year,IndexValueViolence,IndexValueCare,IndexValueEcoSector,IndexValueEmployment,IndexValuePay,IndexValueDecisionMakers,IndexValuePension,IndexTotal
56,Estonia,2013,0.9792303323687698,0.0,0.988574471692964,0.96,0.7404285714285714,0.44,0.97,0.8152901153367268
57,Estonia,2014,0.9896151661843848,0.0,0.9693861171502482,0.95,0.7566666666666667,0.34,0.975,0.7819502925121562
58,Estonia,2015,0.9883981934716174,0.0,0.9754630528338104,0.94,0.7889047619047619,0.4,0.963,0.8066099583950813
59,Estonia,2016,0.9895340346702004,0.6659999999999999,0.9952677344912336,0.95,0.7961428571428572,0.54,0.997,0.828118774898756
60,Estonia,2017,0.9906698758687832,0.0,0.9530669002305364,0.95,0.8005238095238095,0.54,0.989,0.8523606182031147
61,Estonia,2018,0.9941585309787164,0.624,0.928541214814618,0.94,0.8074761904761906,0.56,0.999,0.8177792246313388
62,Estonia,2019,0.9930226897801336,0.6859999999999999,0.9449227605215852,0.95,0.8145714285714285,0.56,0.998,0.8330372478777757
63,Estonia,2020,0.9883981934716174,0.647,0.9355916564902198,0.96,0.8278095238095239,0.58,0.999,0.8317959737933944
64,Finland,2013,0.7777807826486735,0.888,0.8570258717162004,0.98,0.8423809523809525,0.86,0.754,0.8485852966663393
65,Finland,2014,0.8029585958839279,0.925,0.8686228258701312,0.98,0.8499047619047618,0.84,0.738,0.854672498919858
66,Finland,2015,0.7646374773507856,0.902,0.8828543999355227,0.99,0.8499523809523809,0.84,0.747,0.8503491241171388
67,Finland,2016,0.7332395813613868,0.97,0.8720576020895451,0.97,0.8541428571428571,0.84,0.748,0.8508709678748864
68,Finland,2017,0.74178543418882,0.962,0.8525602466128555,0.97,0.8550952380952381,0.84,0.753,0.8494707306912106
69,Finland,2018,0.7015982908294345,0.904,0.8528949714105983,0.98,0.8593809523809525,0.84,0.774,0.8404503820869571
70,Finland,2019,0.6632230846201693,0.97,0.8588736790448829,0.98,0.8650952380952381,0.84,0.782,0.8450388411064561
71,Finland,2020,0.4903318278930145,0.949,0.8638846703060735,0.97,0.864095238095238,0.92,0.789,0.817767853571692
72,France,2013,0.0,0.0,0.7009860913400346,0.93,0.863952380952381,0.48,0.649,0.7060470095304011
73,France,2014,0.0,0.0,0.7255305531028153,0.95,0.8618095238095238,0.5,0.649,0.7194507344820043
74,France,2015,0.9117830002433944,0.0,0.7303662524746901,0.95,0.8653333333333333,0.52,0.67,0.7586990884381284
75,France,2016,0.7451929577845687,0.0,0.7323341018148622,0.94,0.8664285714285714,0.52,0.674,0.7335284733397696
76,France,2017,0.714714552289261,0.0,0.7254293591955985,0.94,0.8665238095238095,0.52,0.682,0.7287366931271306
77,France,2018,0.660762095356573,0.0,0.7334114960637316,0.94,0.8665238095238095,0.72,0.7170000000000001,0.767112053540194
78,France,2019,0.6170322092111313,0.782,0.7508340089655613,0.95,0.8708095238095238,0.74,0.706,0.7672962979873094
79,France,2020,0.6058360602536711,0.0,0.7422880908085177,0.95,0.8750476190476191,0.74,0.71,0.7624221335083802
80,Germany,2013,0.7787543608188875,0.618,0.6120188039326332,0.91,0.8135238095238095,0.66,0.562,0.6981969529319818
81,Germany,2014,0.78421721610731,0.6430000000000001,0.6188772610727161,0.92,0.8140000000000001,0.74,0.561,0.7165813920274641
82,Germany,2015,0.7879492657597966,0.659,0.6161425513318433,0.92,0.8196190476190476,0.74,0.5770000000000001,0.7227394378814125
83,Germany,2016,0.7712361738377911,0.6609999999999999,0.5799892490652956,0.93,0.8247142857142857,0.74,0.603,0.7209045324605302
84,Germany,2017,0.7871920382940747,0.675,0.6178461102981615,0.93,0.8282380952380953,0.74,0.626,0.7361366265412764
85,Germany,2018,0.7507910322632988,0.67,0.613086841963039,0.92,0.8292857142857143,0.64,0.6409999999999999,0.7160599977397234
86,Germany,2019,0.7541444681829246,0.6729999999999999,0.573873740962154,0.93,0.8322380952380952,0.64,0.6729999999999999,0.7166645706573471
87,Germany,2020,0.7554425724098764,0.0,0.0,0.93,0.8369047619047619,0.62,0.68,0.7565753876647403
88,Greece,2013,0.9804067393244448,0.565,0.7025818541668819,0.8200000000000001,0.0,0.42,0.7490000000000001,0.6817358054695002
89,Greece,2014,0.9840170917056548,0.638,0.7179991715374293,0.83,0.8684736842105264,0.42,0.746,0.7215274808902562
90,Greece,2015,0.984544446547854,0.623,0.7065693763108892,0.8200000000000001,0.0,0.46,0.7340000000000001,0.7023026729609391
91,Greece,2016,0.9822727641506882,0.617,0.687890154645802,0.8200000000000001,0.0,0.38,0.728,0.6749851186385266
92,Greece,2017,0.9879114043865106,0.642,0.6985682849216206,0.81,0.0,0.36,0.748,0.6774207596728112
93,Greece,2018,0.9874651810584958,0.6829999999999999,0.6823875525025217,0.8,0.8761904761904762,0.36,0.755,0.7062970063659404
94,Greece,2019,0.9877491413581416,0.643,0.6822493114913291,0.81,0.0,0.36,0.779,0.6794971187100998
95,Greece,2020,0.989290640127647,0.6940000000000001,0.6765871574694962,0.8200000000000001,0.0,0.44,0.7829999999999999,0.7128627176466144
96,Hungary,2013,0.9672769559455878,0.7659999999999999,0.8894841372086594,0.93,0.8822380952380953,0.18,0.852,0.7006939730251026
97,Hungary,2014,0.970711523379398,0.7240000000000001,0.8329925773641349,0.92,0.8943333333333334,0.18,0.8640000000000001,0.6905903131640603
98,Hungary,2015,0.9680882710874328,0.6990000000000001,0.8297767343996421,0.92,0.8933500000000001,0.2,0.8440000000000001,0.6944610616279118
99,Hungary,2016,0.9573248235389566,0.706,0.8297663611022508,0.91,0.884095238095238,0.2,0.8320000000000001,0.6908107502755448
100,Hungary,2017,0.9600832950212294,0.7090000000000001,0.8869979483466542,0.9,0.8521904761904763,0.2,0.862,0.6969002199247685
101,Hungary,2018,0.9638559104308084,0.679,0.8888197748051752,0.91,0.8636190476190477,0.2,0.831,0.691988063449268
102,Hungary,2019,0.9741190469751468,0.7,0.8313744345500449,0.9,0.8670476190476191,0.26,0.887,0.7217456363698536
103,Hungary,2020,0.9637747789166238,0.708,0.8191575036595887,0.9,0.8720952380952381,0.24,0.976,0.7224949503434087
104,Ireland,2013,0.7560781026043216,0.638,0.6741065127874238,0.91,0.8240000000000001,0.38,0.638,0.6676163484606717
105,Ireland,2014,0.7455310057603375,0.664,0.6728532870230144,0.9,0.82,0.4,0.654,0.6756935180423483
106,Ireland,2015,0.8095302485328718,0.6559999999999999,0.6770282387875712,0.89,0.8303333333333334,0.4,0.677,0.6866244487081813
107,Ireland,2016,0.7977932228141817,0.633,0.6807876986550047,0.89,0.831,0.4,0.735,0.6903860639624226
108,Ireland,2017,0.7691267544689943,0.612,0.684124869586602,0.89,0.8283333333333333,0.48,0.6809999999999999,0.6940803427467488
109,Ireland,2018,0.7448954755658923,0.624,0.7585530029687821,0.89,0.8668095238095238,0.48,0.716,0.7127906122904167
110,Ireland,2019,0.7486275252183789,0.611,0.7544099037023236,0.89,0.0,0.48,0.759,0.694167964045858
111,Ireland,2020,0.7826216296616816,0.7040000000000001,0.7428131942169829,0.89,0.0,0.48,0.708,0.7059567625018441
112,Italy,2013,0.945357925196744,0.81,0.6040941362616427,0.8200000000000001,0.8245555555555556,0.56,0.622,0.728545819794214
113,Italy,2014,0.9505503421045516,0.821,0.5978100984834903,0.83,0.8367619047619047,0.6,0.619,0.7389738320162912
114,Italy,2015,0.9530654190442708,0.826,0.5960336706156593,0.8200000000000001,0.83575,0.6,0.629,0.7398645875361287
115,Italy,2016,0.9961056873191444,0.81,0.6550520357060571,0.8200000000000001,0.8502500000000001,0.6,0.634,0.7552579754416656
116,Italy,2017,0.9965924764042512,0.7809999999999999,0.5815925630631222,0.8200000000000001,0.8531666666666666,0.6,0.6509999999999999,0.7418877627833192
117,Italy,2018,0.9963490818616978,0.7559999999999999,0.5889139483163368,0.8200000000000001,0.88,0.6,0.6609999999999999,0.7446424161692564
118,Italy,2019,0.9970792654893582,0.741,0.5891750153570885,0.8200000000000001,0.861904761904762,0.7,0.6509999999999999,0.7552771388439609
119,Italy,2020,0.9969170024609894,0.775,0.5906869008575474,0.81,0.8632857142857143,0.72,0.664,0.7644536711623242
120,Latvia,2013,0.9578657003001868,0.7829999999999999,0.9744913060436888,0.96,0.85545,0.46,0.8290000000000001,0.8100606036547761
121,Latvia,2014,0.951861968250534,0.76,0.9552221506298948,0.96,0.8482,0.5,0.8140000000000001,0.8101227671606044
122,Latvia,2015,0.957460042729264,0.695,0.9335707028124802,0.96,0.8460952380952381,0.34,0.825,0.7563043099221985
123,Latvia,2016,0.9570814289964032,0.723,0.9574712241384384,0.97,0.8320000000000001,0.3,0.8370000000000001,0.750623399333693
124,Latvia,2017,0.9492116721205072,0.632,0.9405187057608468,0.96,0.8284285714285714,0.32,0.848,0.7402185420671821
125,Latvia,2018,0.9402060740460284,0.897,0.9455881491406892,0.96,0.8371428571428572,0.32,0.82,0.7751632325752654
126,Latvia,2019,0.9472104281039566,0.565,0.932514691669048,0.97,0.8028571428571428,0.6,0.858,0.7946416185510842
127,Latvia,2020,0.9509965654325664,0.789,0.9330363286528038,0.97,0.7863333333333334,0.6,0.977,0.847110022321778
128,Lithuania,2013,0.9600292073451064,0.6779999999999999,0.9839451257638908,0.98,0.8562857142857143,0.5,0.873,0.8129144865568835
129,Lithuania,2014,0.964897098196176,0.0,0.9855543758877174,0.99,0.8493333333333334,0.48,0.871,0.833084506801595
130,Lithuania,2015,0.965654325661898,0.78,0.9974514775314712,0.98,0.8468095238095238,0.48,0.867,0.8247022389363464
131,Lithuania,2016,0.9545393082186224,0.8859999999999999,0.9823288972803303,0.99,0.8501904761904762,0.48,0.85,0.8359593322270199
132,Lithuania,2017,0.9570543851583416,0.804,0.9911097019585992,0.99,0.8612857142857143,0.42,0.823,0.8079645006222342
133,Lithuania,2018,0.9769316061335424,0.7490000000000001,0.9561109098774552,0.99,0.8651904761904763,0.42,0.843,0.8013295327177733
134,Lithuania,2019,0.9667901668604808,0.7180000000000001,0.9597633866365882,0.98,0.8638571428571429,0.44,0.7959999999999999,0.7931936485290272
135,Lithuania,2020,0.9771209129999732,0.81,0.9507367026039266,0.99,0.8670476190476191,0.48,0.85,0.8265358575242568
136,Luxembourg,2013,0.5016902398788435,0.721,0.9065163479540532,0.87,0.8781666666666667,0.44,0.54,0.6682755918525458
137,Luxembourg,2014,0.6867782675717338,0.0,0.76849515631257,0.87,0.8772631578947369,0.56,0.5870000000000001,0.71392976968056
138,Luxembourg,2015,0.7218270816994348,0.0,0.868475857347112,0.9,0.8781052631578947,0.56,0.64,0.749706602246116
139,Luxembourg,2016,0.5180788057441111,0.0,0.8784364617123348,0.9,0.8802631578947369,0.56,0.573,0.6980458947158886
140,Luxembourg,2017,0.6716201963382643,0.0,0.9396967282124704,0.92,0.89805,0.56,0.581,0.7440360771913734
141,Luxembourg,2018,0.0,0.0,0.957316099352029,0.92,0.912157894736842,0.54,0.5710000000000001,0.7564646114047191
142,Luxembourg,2019,0.0,0.8390000000000001,0.8664479211829641,0.92,0.9176842105263158,0.5,0.56,0.7456309452135597
143,Luxembourg,2020,0.0,0.8009999999999999,0.9084951887605948,0.94,0.9213684210526316,0.64,0.595,0.7883193933354867
144,Malta,2013,0.8292992941558267,0.0,0.7151741710714179,0.74,0.8717894736842104,0.24,0.764,0.642212138072642
145,Malta,2014,0.9047516023474051,0.0,0.7174452753879341,0.76,0.8764444444444445,0.28,0.78,0.6748151019701267
146,Malta,2015,0.8853341266192498,0.0,0.7276030734539495,0.75,0.8545555555555555,0.26,0.775,0.6607133129194553
147,Malta,2016,0.8990723963544907,0.0,0.7098407649088212,0.76,0.8386666666666668,0.26,0.55,0.6224661922010539
148,Malta,2017,0.913649025069638,0.0,0.7389860636630007,0.78,0.8467222222222222,0.26,0.547,0.6314931534871256
149,Malta,2018,0.8941774616653595,0.0,0.7647737943746025,0.8,0.8356190476190477,0.3,0.5660000000000001,0.6531287281678053
150,Malta,2019,0.8802769289017498,0.0,0.7728544065474466,0.81,0.8271111111111111,0.3,0.5710000000000001,0.6537633052878733
151,Malta,2020,0.9119452632717636,0.0,0.8165962605473783,0.83,0.8304444444444443,0.26,0.585,0.6537559806394433
152,Netherlands,2013,0.9946453200638234,0.94,0.3689124724401005,0.92,0.8124761904761906,0.74,0.507,0.7162747718166188
153,Netherlands,2014,0.9971603970035428,0.934,0.3589976000155381,0.91,0.8111904761904762,0.76,0.52,0.7171298533596312
154,Netherlands,2015,0.99602455580496,0.92,0.3668594028802519,0.91,0.8318095238095238,0.74,0.547,0.7227322057752933
155,Netherlands,2016,0.9969981339751736,0.946,0.3856280276227808,0.91,0.8361428571428572,0.74,0.51,0.7241686038744918
156,Netherlands,2017,0.9959434242907752,0.943,0.3863092075954857,0.91,0.8411904761904762,0.74,0.539,0.7302828338457894
157,Netherlands,2018,0.9965924764042512,0.929,0.3761276884640937,0.92,0.8430952380952381,0.72,0.557,0.7279523767872498
158,Netherlands,2019,0.9961056873191444,0.912,0.4088485839413216,0.92,0.8587142857142857,0.68,0.573,0.7335873427002726
159,Netherlands,2020,0.9959434242907752,0.927,0.3954588130306563,0.93,0.8612857142857143,0.7,0.5870000000000001,0.7388227927106287
160,Poland,2013,0.0,0.652,0.8763754895210991,0.87,0.8683809523809524,0.44,0.752,0.7230022455446835
161,Poland,2014,0.9962679503475134,0.649,0.8813061075689651,0.88,0.8681904761904762,0.44,0.75,0.757918926430134
162,Poland,2015,0.995537766719853,0.6609999999999999,0.8882213237250751,0.88,0.8759999999999999,0.46,0.775,0.7700992004022768
163,Poland,2016,0.9819617600129812,0.631,0.8923398480459377,0.87,0.8841428571428571,0.5,0.767,0.7717816870789669
164,Poland,2017,0.983530302620548,0.597,0.8997351600283258,0.87,0.8842380952380953,0.52,0.775,0.7722410761508869
165,Poland,2018,0.9833950834302404,0.6000000000000001,0.900071464213333,0.87,0.8799047619047619,0.52,0.805,0.7764796176418179
166,Poland,2019,0.9817454093084892,0.585,0.8243075799062052,0.87,0.8884761904761905,0.52,0.772,0.7603337123299105
167,Poland,2020,0.9868026070259892,0.623,0.8819761069813478,0.86,0.896952380952381,0.56,0.774,0.783525508827177
168,Portugal,2013,0.8980582524271845,0.0,0.9159308385254008,0.94,0.8765789473684211,0.6,0.638,0.798625184356281
169,Portugal,2014,0.895502609730373,0.82,0.918924772501311,0.94,0.8787368421052633,0.64,0.6940000000000001,0.8191884655993622
170,Portugal,2015,0.8923384806771777,0.0,0.9179574081884696,0.94,0.8666842105263157,0.62,0.7070000000000001,0.8147518070394819
171,Portugal,2016,0.8897017064661816,0.8240000000000001,0.9068434561656658,0.95,0.8743684210526316,0.7,0.723,0.8335052466484439
172,Portugal,2017,0.8844687238012819,0.833,0.8977756811206548,0.94,0.8906842105263157,0.68,0.685,0.8240151592896828
173,Portugal,2018,0.8798847932498579,0.8240000000000001,0.9044823350834668,0.94,0.900842105263158,0.7,0.7340000000000001,0.8359669466894509
174,Portugal,2019,0.8735971009005599,0.8170000000000001,0.9075040770289176,0.94,0.8756842105263157,0.72,0.7490000000000001,0.8368880351890937
175,Portugal,2020,0.8839008032019904,0.8290000000000001,0.8934721562134986,0.95,0.8713684210526316,0.8,0.768,0.8546212219418391
176,Romania,2013,0.0,0.0,0.9049595887490391,0.85,0.9784285714285714,0.24,0.727,0.6662919682079479
177,Romania,2014,0.0,0.0,0.8942999968247332,0.84,0.9833333333333332,0.24,0.6659999999999999,0.6522735221379509
178,Romania,2015,0.0,0.0,0.8750018071330925,0.84,0.9642857142857144,0.24,0.366,0.5739013669706908
179,Romania,2016,0.0,0.0,0.8794795476385556,0.84,0.9513333333333333,0.24,0.758,0.6627406942228279
180,Romania,2017,0.9785542364172324,0.0,0.8145307079557276,0.84,0.9423809523809524,0.36,0.7559999999999999,0.7455390698791298
181,Romania,2018,0.9813938394136896,0.0,0.8049119116298133,0.8200000000000001,0.932809523809524,0.38,0.747,0.7453903809826639
182,Romania,2019,0.9796359899396924,0.0,0.8755850726389709,0.8200000000000001,0.9325238095238094,0.4,0.784,0.768308231334732
183,Romania,2020,0.9751737566595452,0.0,0.8047517687973317,0.8200000000000001,0.9533809523809524,0.4,0.778,0.7588290983031394
184,Slovakia,2013,0.9846120561430078,0.6730000000000002,0.8576047646712014,0.91,0.8416190476190476,0.38,0.922,0.76439852048406
185,Slovakia,2014,0.9861805987505748,0.6609999999999999,0.8512675158578759,0.91,0.8344761904761904,0.38,0.918,0.7604027107614415
186,Slovakia,2015,0.9850177137139304,0.674,0.8460904998170817,0.91,0.8364761904761905,0.4,0.91,0.7666341468012364
187,Slovakia,2016,0.9858019850177138,0.7490000000000001,0.8414318444441026,0.91,0.8404761904761905,0.38,0.909,0.7724784826935105
188,Slovakia,2017,0.9824215052600264,0.7019999999999998,0.8593793778425581,0.92,0.8269047619047619,0.42,0.895,0.7760264190968748
189,Slovakia,2018,0.982556724450334,0.6729999999999999,0.8455967717813059,0.92,0.833190476190476,0.42,0.906,0.7717777113964559
190,Slovakia,2019,0.9843686616004544,0.6890000000000001,0.8554772408497625,0.93,0.8487142857142856,0.42,0.887,0.7767586868618495
191,Slovakia,2020,0.9840170917056548,0.736,0.914345182176272,0.93,0.8580952380952381,0.42,0.889,0.7930646458838762
192,Slovenia,2013,0.9752819320117913,0.833,0.8704672960584356,0.93,0.9297619047619048,0.54,0.84,0.8326001466519511
193,Slovenia,2014,0.9776347459231416,0.8220000000000001,0.8744041241494558,0.93,0.9302857142857144,0.5,0.866,0.8264042625145906
194,Slovenia,2015,0.9792032885307084,0.848,0.8497861386840128,0.93,0.9292380952380952,0.56,0.8540000000000001,0.8385862639237469
195,Slovenia,2016,0.982340373745842,0.8390000000000001,0.8798753887588925,0.94,0.9331904761904762,0.52,0.877,0.8379553683145109
196,Slovenia,2017,0.9771479568380343,0.7929999999999999,0.863773922533228,0.93,0.9331904761904762,0.54,0.899,0.8345702518843087
197,Slovenia,2018,0.9828271628309492,0.775,0.8500563446153425,0.93,0.9275714285714284,0.56,0.887,0.8326311344946464
198,Slovenia,2019,0.9803120858912298,0.755,0.8714886160628662,0.94,0.9337142857142856,0.44,0.906,0.8084296832164662
199,Slovenia,2020,0.9785271925791708,0.804,0.8788036437944065,0.94,0.951047619047619,0.44,0.906,0.818634899560398
200,Spain,2013,0.917624469264678,0.757,0.6567545370082669,0.91,0.8336190476190475,0.74,0.637,0.771802716788111
201,Spain,2014,0.9039673310436216,0.782,0.6705667719579387,0.9,0.8658571428571429,0.74,0.652,0.7816199851409144
202,Spain,2015,0.8965032317386484,0.758,0.6683140038703594,0.9,0.865952380952381,0.76,0.65,0.7794877588272715
203,Spain,2016,0.9002082375530736,0.747,0.66170321728922,0.89,0.8648095238095239,0.78,0.645,0.7778552775506777
204,Spain,2017,0.8767341861156935,0.7809999999999999,0.6671043725901902,0.9,0.8781428571428571,0.76,0.68,0.7867462963374873
205,Spain,2018,0.8727857857587148,0.74,0.6712165351103734,0.89,0.8906666666666666,0.78,0.688,0.7854397866913171
206,Spain,2019,0.8668902290613084,0.8080000000000002,0.6714592244717956,0.89,0.9094761904761904,0.78,0.726,0.8031581981844496
207,Spain,2020,0.8951510398355734,0.823,0.6737864427012783,0.9,0.9094761904761904,0.84,0.748,0.8227927384721988
208,Sweden,2013,0.6296887254239121,0.0,0.752774964847621,0.96,0.901,0.86,0.74,0.7993792667879095
209,Sweden,2014,0.1322714119587851,0.0,0.7540598239657855,0.96,0.906904761904762,0.86,0.715,0.6136464131367857
210,Sweden,2015,0.2420693944884657,0.0,0.7434495256726451,0.96,0.9181428571428571,0.88,0.722,0.6821796960410222
211,Sweden,2016,0.1450631473618735,0.0,0.7339246630713011,0.97,0.9166190476190476,0.9,0.7340000000000001,0.6300155854329885
212,Sweden,2017,0.0974119046975146,0.0,0.7360588999342011,0.97,0.9165714285714286,0.92,0.753,0.5945306416820797
213,Sweden,2018,0.0829164074965516,0.0,0.7253378725726586,0.97,0.9285238095238096,0.9,0.732,0.573785893308842
214,Sweden,2019,0.0709089433972469,0.0,0.7265770320910407,0.97,0.9335238095238096,0.92,0.731,0.5616048325034174
215,Sweden,2020,0.0284501176406955,0.0,0.7339741249013515,0.96,0.935904761904762,0.96,0.728,0.48559967393789444
