Country,Year,average % pay gap,Index
Malta,2011,13.605263157894736,0.8639473684210526
Malta,2012,13.052631578947368,0.8694736842105263
Malta,2013,12.821052631578949,0.8717894736842104
Malta,2014,12.355555555555556,0.8764444444444445
Malta,2015,14.544444444444444,0.8545555555555555
Malta,2016,16.133333333333333,0.8386666666666668
Malta,2017,15.327777777777776,0.8467222222222222
Malta,2018,16.438095238095237,0.8356190476190477
Malta,2019,17.288888888888884,0.8271111111111111
Malta,2020,16.95555555555556,0.8304444444444443
Netherlands,2009,20.485714285714288,0.795142857142857
Netherlands,2010,20.023809523809526,0.7997619047619048
Netherlands,2011,19.37142857142857,0.8062857142857144
Netherlands,2012,19.014285714285716,0.8098571428571428
Netherlands,2013,18.752380952380953,0.8124761904761906
Netherlands,2014,18.880952380952383,0.8111904761904762
Netherlands,2015,16.81904761904762,0.8318095238095238
Netherlands,2016,16.385714285714286,0.8361428571428572
Netherlands,2017,15.880952380952383,0.8411904761904762
Netherlands,2018,15.690476190476193,0.8430952380952381
Netherlands,2019,14.128571428571428,0.8587142857142857
Netherlands,2020,13.871428571428572,0.8612857142857143
Poland,2009,14.714285714285717,0.8528571428571428
Poland,2010,13.147619047619049,0.8685238095238096
Poland,2011,13.138095238095238,0.8686190476190476
Poland,2012,13.08095238095238,0.8691904761904762
Poland,2013,13.161904761904761,0.8683809523809524
Poland,2014,13.180952380952379,0.8681904761904762
Poland,2015,12.399999999999999,0.8759999999999999
Poland,2016,11.585714285714285,0.8841428571428571
Poland,2017,11.576190476190478,0.8842380952380953
Poland,2018,12.00952380952381,0.8799047619047619
Poland,2019,11.152380952380955,0.8884761904761905
Poland,2020,10.304761904761905,0.896952380952381
Portugal,2009,14.252380952380953,0.8574761904761905
Portugal,2010,16.726315789473684,0.8327368421052631
Portugal,2011,15.026315789473685,0.8497368421052631
Portugal,2012,14.421052631578947,0.8557894736842105
Portugal,2013,12.342105263157896,0.8765789473684211
Portugal,2014,12.126315789473685,0.8787368421052633
Portugal,2015,13.331578947368422,0.8666842105263157
Portugal,2016,12.563157894736843,0.8743684210526316
Portugal,2017,10.93157894736842,0.8906842105263157
Portugal,2018,9.91578947368421,0.9008421052631579
Portugal,2019,12.431578947368422,0.8756842105263157
Portugal,2020,12.86315789473684,0.8713684210526316
Romania,2009,6.942857142857142,0.9305714285714286
Romania,2010,4.876190476190477,0.9512380952380952
Romania,2011,5.614285714285715,0.9438571428571428
Romania,2012,3.2,0.968
Romania,2013,2.157142857142857,0.9784285714285714
Romania,2014,1.6666666666666667,0.9833333333333333
Romania,2015,3.5714285714285716,0.9642857142857143
Romania,2016,4.866666666666667,0.9513333333333333
Romania,2017,5.761904761904762,0.9423809523809524
Romania,2018,6.719047619047617,0.9328095238095239
Romania,2019,6.747619047619047,0.9325238095238094
Romania,2020,4.661904761904761,0.9533809523809523
Slovakia,2009,17.37142857142857,0.8262857142857143
Slovakia,2010,14.914285714285715,0.8508571428571429
Slovakia,2011,14.533333333333333,0.8546666666666667
Slovakia,2012,16.009523809523806,0.8399047619047618
Slovakia,2013,15.838095238095242,0.8416190476190476
Slovakia,2014,16.552380952380954,0.8344761904761904
Slovakia,2015,16.35238095238095,0.8364761904761905
Slovakia,2016,15.952380952380954,0.8404761904761905
Slovakia,2017,17.309523809523814,0.8269047619047619
Slovakia,2018,16.680952380952384,0.833190476190476
Slovakia,2019,15.12857142857143,0.8487142857142856
Slovakia,2020,14.190476190476193,0.8580952380952381
Slovenia,2009,8.742857142857142,0.9125714285714285
Slovenia,2010,8.400000000000002,0.9159999999999999
Slovenia,2011,7.8428571428571425,0.9215714285714286
Slovenia,2012,7.328571428571429,0.9267142857142858
Slovenia,2013,7.023809523809524,0.9297619047619048
Slovenia,2014,6.9714285714285715,0.9302857142857143
Slovenia,2015,7.076190476190476,0.9292380952380952
Slovenia,2016,6.680952380952381,0.9331904761904762
Slovenia,2017,6.68095238095238,0.9331904761904762
Slovenia,2018,7.242857142857143,0.9275714285714285
Slovenia,2019,6.628571428571428,0.9337142857142857
Slovenia,2020,4.895238095238095,0.951047619047619
Spain,2009,17.590476190476192,0.824095238095238
Spain,2010,17.185714285714283,0.8281428571428572
Spain,2011,17.63809523809524,0.8236190476190476
Spain,2012,17.48095238095238,0.8251904761904763
Spain,2013,16.63809523809524,0.8336190476190475
Spain,2014,13.414285714285715,0.8658571428571429
Spain,2015,13.404761904761905,0.865952380952381
Spain,2016,13.519047619047617,0.8648095238095239
Spain,2017,12.185714285714287,0.8781428571428571
Spain,2018,10.933333333333335,0.8906666666666666
Spain,2019,9.052380952380952,0.9094761904761904
Spain,2020,9.052380952380952,0.9094761904761904
Sweden,2009,11.885714285714284,0.8811428571428571
Sweden,2010,11.69047619047619,0.8830952380952382
Sweden,2011,11.128571428571426,0.8887142857142857
Sweden,2012,10.8,0.892
Sweden,2013,9.899999999999999,0.9009999999999999
Sweden,2014,9.309523809523808,0.9069047619047619
Sweden,2015,8.185714285714287,0.9181428571428571
Sweden,2016,8.338095238095239,0.9166190476190477
Sweden,2017,8.342857142857143,0.9165714285714286
Sweden,2018,7.147619047619049,0.9285238095238095
Sweden,2019,6.647619047619047,0.9335238095238095
Sweden,2020,6.409523809523811,0.9359047619047619
