DATAFLOW,LAST UPDATE,freq,unit,sex,age,isco08,worktime,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2017-Q4,6470.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2018-Q1,6376.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2018-Q2,6553.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2018-Q3,6514.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2018-Q4,6440.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2019-Q1,6436.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2019-Q2,6548.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2019-Q3,6485.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2019-Q4,6435.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2020-Q1,6397.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2020-Q2,6326.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2020-Q3,6345.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2020-Q4,6470.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2021-Q1,6136.4,b
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2021-Q2,6400.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2021-Q3,6434.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2021-Q4,6487.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2022-Q1,6397.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,IT,2022-Q2,6543.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2013-Q1,571.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2013-Q2,585.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2013-Q3,581.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2013-Q4,574.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2014-Q1,577.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2014-Q2,587.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2014-Q3,595.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2014-Q4,586.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2015-Q1,588.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2015-Q2,601.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2015-Q3,603.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2015-Q4,600.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2016-Q1,609.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2016-Q2,613.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2016-Q3,622.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2016-Q4,615.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2017-Q1,598.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2017-Q2,609.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2017-Q3,612.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2017-Q4,608.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2018-Q1,599.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2018-Q2,599.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2018-Q3,624.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2018-Q4,614.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2019-Q1,606.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2019-Q2,612.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2019-Q3,622.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2019-Q4,619.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2020-Q1,609.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2020-Q2,599.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2020-Q3,594.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2020-Q4,592.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2021-Q1,581.9,b
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2021-Q2,596.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2021-Q3,611.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2021-Q4,610.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2022-Q1,610.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LT,2022-Q2,650.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2013-Q1,70.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2013-Q2,68.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2013-Q3,66.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2013-Q4,62.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2014-Q1,70.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2014-Q2,63.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2014-Q3,69.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2014-Q4,74.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2015-Q1,75.4,b
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2015-Q2,76.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2015-Q3,73.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2015-Q4,76.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2016-Q1,77.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2016-Q2,73.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2016-Q3,73.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2016-Q4,77.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2017-Q1,79.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2017-Q2,79.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2017-Q3,82.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2017-Q4,80.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2018-Q1,86.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2018-Q2,85.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2018-Q3,88.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2018-Q4,89.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2019-Q1,91.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2019-Q2,90.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2019-Q3,89.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2019-Q4,93.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2020-Q1,89.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2020-Q2,95.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2020-Q3,91.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2020-Q4,94.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2021-Q1,92.7,b
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2021-Q2,98.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2021-Q3,98.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2021-Q4,97.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2022-Q1,100.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LU,2022-Q2,99.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2013-Q1,398.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2013-Q2,398.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2013-Q3,398.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2013-Q4,391.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2014-Q1,394.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2014-Q2,400.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2014-Q3,390.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2014-Q4,386.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2015-Q1,394.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2015-Q2,398.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2015-Q3,394.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2015-Q4,383.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2016-Q1,388.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2016-Q2,394.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2016-Q3,389.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2016-Q4,386.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2017-Q1,381.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2017-Q2,388.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2017-Q3,391.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2017-Q4,388.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2018-Q1,391.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2018-Q2,399.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2018-Q3,395.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2018-Q4,393.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2019-Q1,387.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2019-Q2,390.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2019-Q3,390.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2019-Q4,385.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2020-Q1,372.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2020-Q2,384.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2020-Q3,385.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2020-Q4,370.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2021-Q1,356.0,b
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2021-Q2,369.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2021-Q3,370.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2021-Q4,373.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2022-Q1,372.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,LV,2022-Q2,384.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2013-Q1,49.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2013-Q2,49.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2013-Q3,52.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2013-Q4,51.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2014-Q1,51.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2014-Q2,52.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2014-Q3,54.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2014-Q4,53.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2015-Q1,54.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2015-Q2,58.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2015-Q3,57.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2015-Q4,54.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2016-Q1,58.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2016-Q2,61.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2016-Q3,62.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2016-Q4,59.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2017-Q1,62.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2017-Q2,64.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2017-Q3,67.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2017-Q4,69.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2018-Q1,70.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2018-Q2,72.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2018-Q3,77.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2018-Q4,76.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2019-Q1,77.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2019-Q2,80.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2019-Q3,80.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2019-Q4,80.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2020-Q1,84.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2020-Q2,80.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2020-Q3,84.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2020-Q4,83.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2021-Q1,86.9,b
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2021-Q2,88.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2021-Q3,88.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2021-Q4,92.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2022-Q1,92.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,MT,2022-Q2,93.4,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2013-Q1,862.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2013-Q2,864.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2013-Q3,880.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2013-Q4,862.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2014-Q1,851.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2014-Q2,855.8,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2014-Q3,888.2,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2014-Q4,876.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2015-Q1,853.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2015-Q2,877.3,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2015-Q3,888.1,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2015-Q4,879.7,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2016-Q1,872.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2016-Q2,896.9,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2016-Q3,921.6,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2016-Q4,927.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2017-Q1,917.5,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2017-Q2,948.0,
ESTAT:LFSQ_EPGAIS(1.0),16/11/22 23:00:00,Q,THS,F,Y15-64,TOTAL,FT,NL,2017-Q3,979.4,
