DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2010,18.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2011,18.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2012,20.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2013,20.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2014,20.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2015,19.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2016,20.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2017,20.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2018,20.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2019,22.8,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,LV,2020,25.2,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2009,19.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2010,14.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2011,16.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2012,17.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2013,18.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2014,18.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2015,21.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2016,22.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2017,22.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2018,23.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2019,23.6,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,MT,2020,23.8,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2009,19.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2010,18.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2011,22.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2012,22.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2013,22.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2014,23.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2015,19.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2016,19.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2017,19.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2018,19.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2019,17.1,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,NL,2020,17.1,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2009,24.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2010,20.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2011,21.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2012,21.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2013,21.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2014,20.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2015,20.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2016,20.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2017,20.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2018,18.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2019,17.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PL,2020,16.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2009,32.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2010,33.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2011,28.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2012,31.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2013,30.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2014,30.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2015,29.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2016,27.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2017,25.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2018,23.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2019,23.0,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,PT,2020,23.4,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2009,22.9,d
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2010,22.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2011,21.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2012,21.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2013,20.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2014,19.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2015,18.5,e
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2016,19.9,e
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2017,20.1,e
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2018,22.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2019,22.8,e
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,RO,2020,20.8,e
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2009,9.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2010,8.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2011,7.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2012,7.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2013,7.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2014,6.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2015,5.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2016,4.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2017,4.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2018,4.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2019,3.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SE,2020,1.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2009,13.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2010,12.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2011,13.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2012,13.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2013,13.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2014,13.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2015,14.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2016,14.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2017,14.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2018,15.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2019,14.0,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SI,2020,10.9,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2009,29.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2010,27.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2011,27.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2012,27.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2013,27.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2014,27.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2015,26.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2016,26.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2017,25.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2018,25.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2019,25.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,C,SK,2020,24.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,AT,2010,23.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,AT,2014,19.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,AT,2015,17.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,AT,2016,13.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,AT,2017,13.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,AT,2018,14.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,AT,2019,13.6,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,AT,2020,12.9,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2009,30.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2010,29.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2011,27.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2012,26.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2013,24.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2014,22.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2015,18.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2016,14.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2017,10.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2018,6.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2019,5.9,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BE,2020,5.7,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2009,17.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2010,15.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2011,20.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2012,15.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2013,13.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2014,14.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2015,8.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2016,11.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2017,12.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2018,11.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2019,8.2,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,BG,2020,6.1,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2009,20.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2010,19.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2011,17.2,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2012,12.8,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2013,7.4,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2014,3.4,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2015,2.4,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2016,1.7,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2017,1.2,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2018,1,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2019,0.0,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CY,2020,0.1,u
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2009,18.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2010,18.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2011,16.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2012,17.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2013,17.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2014,18.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2015,16.1,d
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2016,14.6,d
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2017,16.9,d
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2018,17.2,d
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2019,17.4,d
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,CZ,2020,17.7,d
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2009,21.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2010,21.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2011,21.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2012,21.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2013,21.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2014,21.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2015,22.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2016,21.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2017,21.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2018,20.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2019,20.5,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DE,2020,19.8,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2009,17.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2010,21.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2011,18.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2012,21.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2013,21.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2014,22.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2015,20.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2016,19.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2017,19.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2018,18.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2019,16.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,DK,2020,14.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2009,23.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2010,21.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2011,20.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2012,21.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2013,22.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2014,17.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2015,17.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2016,15.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2017,14.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2018,14.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2019,16.6,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EE,2020,11.5,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EL,2010,23.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EL,2014,26.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,EL,2018,22.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2009,17.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2010,14.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2011,8.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2012,13.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2013,15.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2014,17.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2015,15.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2016,12.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2017,15.9,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2018,15.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2019,12.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,ES,2020,12.7,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2009,20.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2010,20.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2011,17.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2012,15.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2013,15.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2014,15.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2015,15.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2016,17.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2017,17.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2018,17.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2019,18.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FI,2020,17.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2009,11.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2010,11.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2011,9.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2012,10.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2013,12.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2014,13.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2015,11.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2016,11.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2017,11.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2018,10.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2019,9.9,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,FR,2020,9.7,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HR,2010,11.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HR,2013,3.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HR,2014,-0.2,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HR,2016,1.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HR,2017,-0.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HR,2018,-0.6,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HR,2019,0.7,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HR,2020,1.0,p
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2009,14.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2010,17.4,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2011,17.0,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2012,18.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2013,16.7,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2014,7.3,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2015,16.5,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2016,15.8,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2017,19.2,b
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2018,19.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2019,20.5,b
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,HU,2020,20.1,
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,IE,2011,,c
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,IE,2012,,c
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,IE,2013,,c
ESTAT:EARN_GR_GPGR2(1.0),25/02/22 23:00:00,A,PC,D,IE,2014,,c
