DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,NO,2019,81.1,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,NO,2020,81.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,NO,2021,82.1,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2009,69.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2010,69.8,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2011,70.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2012,71.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2013,71.9,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2014,72.9,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2015,73.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2016,74.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2017,75.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2018,76.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2019,76.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2020,77.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PL,2021,79.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2009,77.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2010,76.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2011,76.1,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2012,75.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2013,74.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2014,75.1,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2015,75.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2016,76.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2017,77.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2018,77.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2019,77.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2020,76.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,PT,2021,77.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2009,63.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2010,66.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2011,65.8,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2012,66.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2013,67.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2014,67.9,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2015,69.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2016,69.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2017,70.8,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2018,71.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2019,72.9,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2020,73.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RO,2021,75.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2010,71.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2011,72.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2012,73.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2013,74.8,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2014,71.1,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2015,71.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2016,72.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2017,73.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2018,74.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2019,74.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2020,73.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,RS,2021,77.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2009,81.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2010,81.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2011,82.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2012,82.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2013,83.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2014,83.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2015,83.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2016,83.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2017,84.1,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2018,84.2,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2019,84.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2020,84.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SE,2021,84.8,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2009,75.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2010,74.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2011,73.1,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2012,73.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2013,73.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2014,73.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2015,74.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2016,73.9,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2017,76.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2018,77.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2019,77.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2020,76.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SI,2021,77.8,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2009,75.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2010,75.4,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2011,75.9,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2012,76.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2013,76.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2014,76.9,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2015,76.9,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2016,77.7,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2017,77.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2018,78.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2019,78.3,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2020,77.8,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,SK,2021,78.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2009,74.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2010,74.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2011,75.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2012,75.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2013,75.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2014,76.6,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2015,77.0,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2016,77.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2017,78.2,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2018,78.5,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2019,78.1,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,PC_POP,TR,2020,74.6,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2009,2222,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2010,2227,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2011,2233,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2012,2251,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2013,2269,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2014,2273,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2015,2300,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2016,2355,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2017,2364,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2018,2381,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2019,2389,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2020,2365,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,AT,2021,2395,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2009,2611,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2010,2652,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2011,2625,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2012,2640,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2013,2656,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2014,2647,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2015,2645,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2016,2652,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2017,2653,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2018,2668,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2019,2684,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2020,2663,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BE,2021,2718,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2009,1829,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2010,1813,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2011,1760,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2012,1758,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2013,1766,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2014,1763,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2015,1744,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2016,1709,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2017,1751,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2018,1736,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2019,1755,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2020,1713,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,BG,2021,1689,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2010,2322,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2011,2351,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2012,2374,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2013,2393,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2014,2417,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2015,2448,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2016,2473,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2017,2494,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2018,2503,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2019,2509,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2020,2516,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CH,2021,2514,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2009,207,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2010,213,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2011,219,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2012,223,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2013,221,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2014,218,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2015,210,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2016,209,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2017,215,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2018,220,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2019,226,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2020,231,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CY,2021,235,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2009,2952,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2010,2943,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2011,2903,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2012,2909,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2013,2917,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2014,2914,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2015,2900,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2016,2906,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2017,2912,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2018,2915,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2019,2914,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2020,2909,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,CZ,2021,2898,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2009,21837,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2010,21261,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2011,21307,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2012,21387,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2013,21452,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2014,21523,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2015,21570,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2016,22045,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2017,22154,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2018,22139,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2019,22275,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2020,21907,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DE,2021,22179,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2009,1496,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2010,1482,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2011,1474,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2012,1456,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2013,1439,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2014,1456,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2015,1475,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2016,1486,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2017,1501,b
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2018,1514,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2019,1534,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2020,1528,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,DK,2021,1536,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2009,85692,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2010,84918,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2011,84628,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2012,84759,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2013,84491,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2014,84302,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2015,84379,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2016,84899,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2017,85062,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2018,85216,
ESTAT:LFSI_EMP_A(1.0),16/11/22 23:00:00,A,ACT,M,Y15-64,THS_PER,EA19,2019,85321,
